Recherche de l'hôte...
Connexion à l'hôte...
Authentification...
Utilisation du nom d'utilisateur "gmetais".
Authentification avec le mot de passe pré-entré.
Authentifié.
Démarrage de la session...
Session démarrée.
Session active : [1] gmetais@rebond.tlt
Recherche de l'hôte...
Connexion à l'hôte...
Authentification...
Utilisation du nom d'utilisateur "gmetais".
Authentification avec le mot de passe pré-entré.
Authentifié.
Démarrage de la session...
Session démarrée.
..\StatsIS\2017-11-30\CHROMEBOOK.csv |           1 KB |    0,0 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRRECOND.htm |           1 KB |  298,9 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRRECOND.png |          13 KB |  357,6 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRRECOND.tab |           1 KB |  339,4 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRRECOND.txt |          124 B |  320,7 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRRP.bak.csv |           3 KB |  313,8 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRRP.csv |           3 KB |  308,8 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRRP.htm |           1 KB |  314,1 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRRP.png |           9 KB |  329,0 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRRP.tab |           1 KB |  316,8 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRRP.txt |           83 B |  317,0 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRUC.bak.csv |           2 KB |  311,1 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRUC.csv |           2 KB |  304,8 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRUC.htm |           1 KB |  309,1 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRUC.png |          10 KB |  325,1 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRUC.tab |           1 KB |  315,3 KB/s | binary | 100%
..\StatsIS\2018-03-15\CHRUC.txt |          109 B |  207,6 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLGV.bak.csv |           3 KB |  202,4 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLGV.csv |           3 KB |  202,9 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLGV.htm |           1 KB |  200,4 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLGV.png |          11 KB |  213,5 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLGV.tab |           1 KB |  210,4 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLGV.TXT |           99 B |  205,8 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLMET.bak.csv |           3 KB |  206,3 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLMET.csv |           3 KB |  206,5 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLMET.htm |           1 KB |  204,2 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLMET.png |          14 KB |  219,6 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLMET.tab |           1 KB |  216,9 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLMET.txt |          116 B |  212,9 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLPV.bak.csv |           3 KB |  213,1 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLPV.csv |           3 KB |  213,4 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLPV.htm |           1 KB |  211,4 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLPV.png |          11 KB |  220,9 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLPV.tab |           1 KB |  218,5 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLPV.txt |          144 B |  214,9 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLRECOND.bak.csv |           2 KB |  210,8 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLRECOND.csv |           2 KB |  210,3 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLRECOND.htm |           1 KB |  208,5 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLRECOND.png |          10 KB |  219,8 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLRECOND.tab |           1 KB |  214,0 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLRECOND.txt |           82 B |  210,7 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLUC.bak.csv |           2 KB |  207,1 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLUC.csv |           2 KB |  203,7 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLUC.htm |           1 KB |  205,2 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLUC.png |          12 KB |  213,9 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLUC.tab |           1 KB |  208,9 KB/s | binary | 100%
..\StatsIS\2018-03-15\COLUC.txt |           90 B |  208,9 KB/s | binary | 100%
..\StatsIS\2018-03-15\FINGERPRINT.bak.csv |           4 KB |  206,9 KB/s | binary | 100%
..\StatsIS\2018-03-15\FINGERPRINT.csv |           4 KB |  205,1 KB/s | binary | 100%
..\StatsIS\2018-03-15\FINGERPRINT.htm |           1 KB |  201,0 KB/s | binary | 100%
..\StatsIS\2018-03-15\FINGERPRINT.png |          10 KB |  209,4 KB/s | binary | 100%
..\StatsIS\2018-03-15\FINGERPRINT.tab |           1 KB |  205,4 KB/s | binary | 100%
..\StatsIS\2018-03-15\FINGERPRINT.txt |          112 B |  202,8 KB/s | binary | 100%
..\StatsIS\2018-03-15\index.html |           6 KB |  205,8 KB/s | binary | 100%
..\StatsIS\2018-03-15\PFMA.bak.csv |           3 KB |  205,7 KB/s | binary | 100%
..\StatsIS\2018-03-15\PFMA.csv |           3 KB |  205,8 KB/s | binary | 100%
..\StatsIS\2018-03-15\PFMA.htm |           1 KB |  204,5 KB/s | binary | 100%
..\StatsIS\2018-03-15\PFMA.png |          12 KB |  214,1 KB/s | binary | 100%
..\StatsIS\2018-03-15\PFMA.tab |           1 KB |  210,1 KB/s | binary | 100%
..\StatsIS\2018-03-15\PFMA.txt |          116 B |  210,1 KB/s | binary | 100%
..\StatsIS\2018-03-15\PSMM3.bak.csv |           2 KB |  209,8 KB/s | binary | 100%
..\StatsIS\2018-03-15\PSMM3.csv |           2 KB |  209,4 KB/s | binary | 100%
..\StatsIS\2018-03-15\PSMM3.htm |           1 KB |  208,3 KB/s | binary | 100%
..\StatsIS\2018-03-15\PSMM3.png |          10 KB |  216,0 KB/s | binary | 100%
..\StatsIS\2018-03-15\PSMM3.tab |           1 KB |  212,0 KB/s | binary | 100%
..\StatsIS\2018-03-15\PSMM3.txt |          181 B |  212,2 KB/s | binary | 100%
..\StatsIS\2018-03-15\SERVEURS.bak.csv |           2 KB |  211,9 KB/s | binary | 100%
..\StatsIS\2018-03-15\SERVEURS.csv |           2 KB |  211,6 KB/s | binary | 100%
..\StatsIS\2018-03-15\SERVEURS.htm |           1 KB |  210,5 KB/s | binary | 100%
..\StatsIS\2018-03-15\SERVEURS.png |          11 KB |  191,8 KB/s | binary | 100%
..\StatsIS\2018-03-15\SERVEURS.tab |           1 KB |  188,9 KB/s | binary | 100%
..\StatsIS\2018-03-15\SERVEURS.txt |           97 B |  187,3 KB/s | binary | 100%
..\StatsIS\2018-03-15\UCSHIP.bak.csv |           2 KB |  185,4 KB/s | binary | 100%
..\StatsIS\2018-03-15\UCSHIP.csv |           2 KB |  183,7 KB/s | binary | 100%
..\StatsIS\2018-03-15\UCSHIP.htm |           1 KB |  184,6 KB/s | binary | 100%
..\StatsIS\2018-03-15\UCSHIP.png |          10 KB |  188,8 KB/s | binary | 100%
..\StatsIS\2018-03-15\UCSHIP.tab |           1 KB |  187,7 KB/s | binary | 100%
..\StatsIS\2018-03-15\UCSHIP.txt |           92 B |  187,7 KB/s | binary | 100%
..\StatsIS\2018-03-15\ZPL.bak.csv |           3 KB |  187,9 KB/s | binary | 100%
..\StatsIS\2018-03-15\ZPL.csv |           3 KB |  188,2 KB/s | binary | 100%
..\StatsIS\2018-03-15\ZPL.htm |           1 KB |  187,4 KB/s | binary | 100%
..\StatsIS\2018-03-15\ZPL.png |          13 KB |  193,1 KB/s | binary | 100%
..\StatsIS\2018-03-15\ZPL.tab |           1 KB |  193,8 KB/s | binary | 100%
..\StatsIS\2018-03-15\ZPL.txt |          105 B |  192,3 KB/s | binary | 100%
..\StatsIS\2018-03-21\C11.bak.csv |           1 KB |    0,0 KB/s | binary | 100%
..\StatsIS\2018-03-21\C11.csv |           1 KB |   81,8 KB/s | binary | 100%
..\StatsIS\2018-03-21\C11.htm |           1 KB |  185,0 KB/s | binary | 100%
..\StatsIS\2018-03-21\C11.png |          14 KB |  560,5 KB/s | binary | 100%
..\StatsIS\2018-03-21\C11.tab |           1 KB |  394,2 KB/s | binary | 100%
..\StatsIS\2018-03-21\C11.txt |           77 B |  395,8 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHROMEBOOK.bak.csv |           2 KB |  336,7 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHROMEBOOK.csv |           2 KB |  373,4 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHROMEBOOK.htm |           1 KB |  399,5 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHROMEBOOK.png |          13 KB |  495,5 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHROMEBOOK.tab |           1 KB |  424,4 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHROMEBOOK.txt |           68 B |  366,6 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRPORT.bak.csv |           3 KB |  396,2 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRPORT.csv |           3 KB |  371,4 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRPORT.htm |           1 KB |  384,1 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRPORT.png |          13 KB |  439,2 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRPORT.tab |           1 KB |  402,1 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRPORT.txt |          165 B |  403,2 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRRECOND.bak.csv |           2 KB |  382,8 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRRECOND.csv |           2 KB |  367,9 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRRECOND.htm |           1 KB |  346,8 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRRECOND.png |          14 KB |  415,9 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRRECOND.tab |           1 KB |  390,9 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRRECOND.txt |          124 B |  391,5 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRRP.bak.csv |           3 KB |  380,1 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRRP.csv |           3 KB |  368,6 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRRP.htm |           1 KB |  333,5 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRRP.png |           9 KB |  367,7 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRRP.tab |           1 KB |  352,1 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRRP.txt |           83 B |  352,4 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRUC.bak.csv |           2 KB |  327,3 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRUC.csv |           2 KB |  306,6 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRUC.htm |           1 KB |  297,7 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRUC.png |          10 KB |  327,0 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRUC.tab |           1 KB |  317,1 KB/s | binary | 100%
..\StatsIS\2018-03-21\CHRUC.txt |          109 B |  304,9 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLGV.bak.csv |           3 KB |  313,3 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLGV.csv |           3 KB |  309,4 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLGV.htm |           1 KB |  302,4 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLGV.png |          11 KB |  329,4 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLGV.tab |           1 KB |  320,6 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLGV.TXT |           98 B |  320,8 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLMET.bak.csv |           3 KB |  317,3 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLMET.csv |           3 KB |  314,6 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLMET.htm |           1 KB |  307,7 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLMET.png |          14 KB |  336,5 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLMET.tab |           1 KB |  329,3 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLMET.txt |          116 B |  329,5 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLPV.bak.csv |           3 KB |  326,3 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLPV.csv |           3 KB |  333,1 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLPV.htm |           1 KB |  336,0 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLPV.png |          11 KB |  347,4 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLPV.tab |           1 KB |  349,9 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLPV.txt |          144 B |  340,8 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLRECOND.bak.csv |           2 KB |  345,9 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLRECOND.csv |           2 KB |  341,3 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLRECOND.htm |           1 KB |  344,1 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLRECOND.png |          11 KB |  363,3 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLRECOND.tab |           1 KB |  355,4 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLRECOND.txt |          134 B |  355,6 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLUC.bak.csv |           2 KB |  351,5 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLUC.csv |           2 KB |  356,2 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLUC.htm |           1 KB |  349,6 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLUC.png |          12 KB |  370,1 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLUC.tab |           1 KB |  363,1 KB/s | binary | 100%
..\StatsIS\2018-03-21\COLUC.txt |          125 B |  363,3 KB/s | binary | 100%
..\StatsIS\2018-03-21\FINGERPRINT.bak.csv |           4 KB |  360,9 KB/s | binary | 100%
..\StatsIS\2018-03-21\FINGERPRINT.csv |           4 KB |  367,3 KB/s | binary | 100%
..\StatsIS\2018-03-21\FINGERPRINT.htm |           1 KB |  360,9 KB/s | binary | 100%
..\StatsIS\2018-03-21\FINGERPRINT.png |          10 KB |  376,1 KB/s | binary | 100%
..\StatsIS\2018-03-21\FINGERPRINT.tab |           1 KB |  378,4 KB/s | binary | 100%
..\StatsIS\2018-03-21\FINGERPRINT.txt |          112 B |  370,3 KB/s | binary | 100%
..\StatsIS\2018-03-21\index.html |           6 KB |  380,2 KB/s | binary | 100%
..\StatsIS\2018-03-21\PFMA.bak.csv |           3 KB |  376,0 KB/s | binary | 100%
..\StatsIS\2018-03-21\PFMA.csv |           3 KB |  380,6 KB/s | binary | 100%
..\StatsIS\2018-03-21\PFMA.htm |           1 KB |  374,3 KB/s | binary | 100%
..\StatsIS\2018-03-21\PFMA.png |          12 KB |  392,1 KB/s | binary | 100%
..\StatsIS\2018-03-21\PFMA.tab |           1 KB |  385,8 KB/s | binary | 100%
..\StatsIS\2018-03-21\PFMA.txt |          116 B |  385,9 KB/s | binary | 100%
..\StatsIS\2018-03-21\PSMM3.bak.csv |           2 KB |  389,8 KB/s | binary | 100%
..\StatsIS\2018-03-21\PSMM3.csv |           2 KB |  385,3 KB/s | binary | 100%
..\StatsIS\2018-03-21\PSMM3.htm |           1 KB |  387,3 KB/s | binary | 100%
..\StatsIS\2018-03-21\PSMM3.png |          10 KB |  393,8 KB/s | binary | 100%
..\StatsIS\2018-03-21\PSMM3.tab |           1 KB |  395,2 KB/s | binary | 100%
..\StatsIS\2018-03-21\PSMM3.txt |          119 B |  387,3 KB/s | binary | 100%
..\StatsIS\2018-03-21\SERVEURS.bak.csv |           2 KB |  391,1 KB/s | binary | 100%
..\StatsIS\2018-03-21\SERVEURS.csv |           2 KB |  394,9 KB/s | binary | 100%
..\StatsIS\2018-03-21\SERVEURS.htm |           1 KB |  389,0 KB/s | binary | 100%
..\StatsIS\2018-03-21\SERVEURS.png |          11 KB |  403,6 KB/s | binary | 100%
..\StatsIS\2018-03-21\SERVEURS.tab |           1 KB |  397,6 KB/s | binary | 100%
..\StatsIS\2018-03-21\SERVEURS.txt |           97 B |  397,7 KB/s | binary | 100%
..\StatsIS\2018-03-21\UCSHIP.bak.csv |           2 KB |  393,3 KB/s | binary | 100%
..\StatsIS\2018-03-21\UCSHIP.csv |           2 KB |  396,6 KB/s | binary | 100%
..\StatsIS\2018-03-21\UCSHIP.htm |           1 KB |  390,9 KB/s | binary | 100%
..\StatsIS\2018-03-21\UCSHIP.png |          10 KB |  402,9 KB/s | binary | 100%
..\StatsIS\2018-03-21\UCSHIP.tab |           1 KB |  397,1 KB/s | binary | 100%
..\StatsIS\2018-03-21\UCSHIP.txt |           66 B |  389,9 KB/s | binary | 100%
..\StatsIS\2018-03-21\ZPL.bak.csv |           3 KB |  393,7 KB/s | binary | 100%
..\StatsIS\2018-03-21\ZPL.csv |           3 KB |  390,8 KB/s | binary | 100%
..\StatsIS\2018-03-21\ZPL.htm |           1 KB |  392,5 KB/s | binary | 100%
..\StatsIS\2018-03-21\ZPL.png |          13 KB |  318,6 KB/s | binary | 100%
..\StatsIS\2018-03-21\ZPL.tab |           1 KB |  315,3 KB/s | binary | 100%
..\StatsIS\2018-03-21\ZPL.txt |           87 B |  311,0 KB/s | binary | 100%
Aucun fichier correspondant à '*.*' trouvé.
..\StatsIS\webresources\C11.jpg |          37 KB |   18,8 KB/s | binary | 100%
..\StatsIS\webresources\C11.txt |          120 B |   18,2 KB/s | binary | 100%
..\StatsIS\webresources\CHROMEBOOK.jpg |          22 KB |   82,1 KB/s | binary | 100%
..\StatsIS\webresources\CHROMEBOOK.png |         146 KB |  466,8 KB/s | binary | 100%
..\StatsIS\webresources\CHROMEBOOK.txt |           60 B |  447,8 KB/s | binary | 100%
..\StatsIS\webresources\CHRPORT.jpg |           5 KB |  444,0 KB/s | binary | 100%
..\StatsIS\webresources\CHRPORT.txt |          121 B |  444,3 KB/s | binary | 100%
..\StatsIS\webresources\CHRRECOND.jpg |          25 KB |  286,2 KB/s | binary | 100%
..\StatsIS\webresources\CHRRECOND.txt |          108 B |  274,5 KB/s | binary | 100%
..\StatsIS\webresources\CHRRP.jpg |          12 KB |  285,3 KB/s | binary | 100%
..\StatsIS\webresources\CHRRP.txt |          120 B |  285,5 KB/s | binary | 100%
..\StatsIS\webresources\CHRUC.jpg |          41 KB |  333,4 KB/s | binary | 100%
..\StatsIS\webresources\CHRUC.txt |          188 B |  326,9 KB/s | binary | 100%
..\StatsIS\webresources\COLGV.jpg |          43 KB |  374,6 KB/s | binary | 100%
..\StatsIS\webresources\COLGV.txt |          122 B |  374,7 KB/s | binary | 100%
..\StatsIS\webresources\COLMET.jpg |          63 KB |  435,2 KB/s | binary | 100%
..\StatsIS\webresources\COLMET.txt |           88 B |  435,3 KB/s | binary | 100%
..\StatsIS\webresources\COLPV.jpg |         187 KB |  634,6 KB/s | binary | 100%
..\StatsIS\webresources\COLPV.txt |          125 B |  623,3 KB/s | binary | 100%
..\StatsIS\webresources\COLRECOND.jpg |          25 KB |  489,3 KB/s | binary | 100%
..\StatsIS\webresources\COLRECOND.txt |          107 B |  476,5 KB/s | binary | 100%
..\StatsIS\webresources\COLUC.jpg |           6 KB |  476,1 KB/s | binary | 100%
..\StatsIS\webresources\COLUC.txt |          102 B |  476,2 KB/s | binary | 100%
..\StatsIS\webresources\EXPEDITOR.txt |           47 B |  464,2 KB/s | binary | 100%
..\StatsIS\webresources\FINGERPRINT.jpg |          49 KB |  497,7 KB/s | binary | 100%
..\StatsIS\webresources\FINGERPRINT.txt |          130 B |  497,8 KB/s | binary | 100%
..\StatsIS\webresources\PFMA.jpg |          63 KB |  534,2 KB/s | binary | 100%
..\StatsIS\webresources\PFMA.txt |          163 B |  527,8 KB/s | binary | 100%
..\StatsIS\webresources\PSMM3.jpg |          55 KB |  569,7 KB/s | binary | 100%
..\StatsIS\webresources\PSMM3.txt |           97 B |  563,0 KB/s | binary | 100%
..\StatsIS\webresources\SERIALISE.txt |           56 B |  563,1 KB/s | binary | 100%
..\StatsIS\webresources\SERVEURS.jpg |          19 KB |  571,3 KB/s | binary | 100%
..\StatsIS\webresources\SERVEURS.png |          67 KB |  613,5 KB/s | binary | 100%
..\StatsIS\webresources\SERVEURS.txt |           83 B |  606,5 KB/s | binary | 100%
..\StatsIS\webresources\UCSHIP.jpg |           9 KB |  613,3 KB/s | binary | 100%
..\StatsIS\webresources\UCSHIP.txt |          104 B |  613,3 KB/s | binary | 100%
..\StatsIS\webresources\ZPL.jpg |          39 KB |  634,8 KB/s | binary | 100%
..\StatsIS\webresources\ZPL.txt |          140 B |  634,9 KB/s | binary | 100%
drwxrwxr-x   2 gmetais  gmetais       4096 Mar 22 16:23:17 2018 2018-03-15
drwxrwxr-x   2 gmetais  gmetais       4096 Mar 22 16:23:08 2018 2018-02-08
drwxrwxr-x  17 gmetais  gmetais       4096 Mar 22 16:23:03 2018 .
drwxrwxr-x   2 gmetais  gmetais       4096 Mar 22 16:23:03 2018 test
drwxrwxr-x   2 gmetais  gmetais       4096 Mar 22 16:23:20 2018 webresources
drwx------   9 gmetais  gmetais       4096 Mar 22 16:23:03 2018 ..
drwxrwxr-x   2 gmetais  gmetais       4096 Mar 22 16:23:15 2018 2018-03-08
drwxrwxr-x   2 gmetais  gmetais       4096 Mar 22 16:23:18 2018 2018-03-21
drwxrwxr-x   2 gmetais  gmetais       4096 Mar 22 16:23:11 2018 2018-02-22
drwxrwxr-x   2 gmetais  gmetais       4096 Mar 22 16:23:07 2018 2018-02-01
drwxrwxr-x   2 gmetais  gmetais       4096 Mar 22 16:23:10 2018 2018-02-19
drwxrwxr-x   2 gmetais  gmetais       4096 Mar 22 16:23:05 2018 2018-01-21
drwxrwxr-x   2 gmetais  gmetais       4096 Mar 22 16:23:09 2018 2018-02-15
drwxrwxr-x   2 gmetais  gmetais       4096 Mar 22 16:23:03 2018 2017-11-30
drwxrwxr-x   2 gmetais  gmetais       4096 Mar 22 16:23:05 2018 2017-12-29
drwxrwxr-x   2 gmetais  gmetais       4096 Mar 22 16:23:12 2018 2018-02-28
drwxrwxr-x   2 gmetais  gmetais       4096 Mar 22 16:23:07 2018 2018-01-31
. 2018-03-23 17:17:05.503 --------------------------------------------------------------------------
. 2018-03-23 17:17:05.503 WinSCP Version 5.13 (Compilation 8172) (OS 10.0.15063 - Windows 10 Pro)
. 2018-03-23 17:17:05.503 Configuration: HKCU\Software\Martin Prikryl\WinSCP 2\
. 2018-03-23 17:17:05.504 Log level: Normal
. 2018-03-23 17:17:05.504 Local account: PMI01716\Utilisateur
. 2018-03-23 17:17:05.504 Working directory: C:\Users\Utilisateur\Documents\TLT\I&S\bin
. 2018-03-23 17:17:05.504 Process ID: 20200
. 2018-03-23 17:17:05.504 Command-line: "C:\Program Files (x86)\WinSCP\WinSCP.exe" /console=5.13.0 /consoleinstance=_15312_3 "/script=quipoput.scp" "/log=quipoput.log" 
. 2018-03-23 17:17:05.504 Time zone: Current: GMT+1, Standard: GMT+1 (Paris, Madrid), DST: GMT+2 (Paris, Madrid (heure d’été)), DST Start: 25/03/2018, DST End: 28/10/2018
. 2018-03-23 17:17:05.504 Login time: vendredi 23 mars 2018 17:17:05
. 2018-03-23 17:17:05.504 --------------------------------------------------------------------------
. 2018-03-23 17:17:05.504 Script: Retrospectively logging previous script records:
> 2018-03-23 17:17:05.504 Script: echo #1 ouverture de la session 
< 2018-03-23 17:17:05.505 Script: #1 ouverture de la session 
> 2018-03-23 17:17:05.505 Script: open sftp://gmetais:***@rebond.tlt
. 2018-03-23 17:17:05.505 --------------------------------------------------------------------------
. 2018-03-23 17:17:05.505 Session name: gmetais@rebond.tlt (Ad-Hoc site)
. 2018-03-23 17:17:05.505 Host name: rebond.tlt (Port: 22)
. 2018-03-23 17:17:05.505 User name: gmetais (Password: Yes, Key file: No, Passphrase: No)
. 2018-03-23 17:17:05.505 Tunnel: No
. 2018-03-23 17:17:05.505 Transfer Protocol: SFTP
. 2018-03-23 17:17:05.505 Ping type: Off, Ping interval: 30 sec; Timeout: 15 sec
. 2018-03-23 17:17:05.505 Disable Nagle: No
. 2018-03-23 17:17:05.505 Proxy: None
. 2018-03-23 17:17:05.505 Send buffer: 262144
. 2018-03-23 17:17:05.505 SSH protocol version: 2; Compression: No
. 2018-03-23 17:17:05.505 Bypass authentication: No
. 2018-03-23 17:17:05.505 Try agent: Yes; Agent forwarding: No; TIS/CryptoCard: No; KI: Yes; GSSAPI: Yes
. 2018-03-23 17:17:05.505 GSSAPI: Forwarding: No; Libs: gssapi32,sspi,custom; Custom: 
. 2018-03-23 17:17:05.505 Ciphers: aes,chacha20,blowfish,3des,WARN,arcfour,des; Ssh2DES: No
. 2018-03-23 17:17:05.505 KEX: ecdh,dh-gex-sha1,dh-group14-sha1,rsa,WARN,dh-group1-sha1
. 2018-03-23 17:17:05.505 SSH Bugs: Auto,Auto,Auto,Auto,Auto,Auto,Auto,Auto,Auto,Auto,Auto,Auto,Auto
. 2018-03-23 17:17:05.505 Simple channel: Yes
. 2018-03-23 17:17:05.505 Return code variable: Autodetect; Lookup user groups: Auto
. 2018-03-23 17:17:05.505 Shell: default
. 2018-03-23 17:17:05.505 EOL: LF, UTF: Auto
. 2018-03-23 17:17:05.505 Clear aliases: Yes, Unset nat.vars: Yes, Resolve symlinks: Yes; Follow directory symlinks: No
. 2018-03-23 17:17:05.505 LS: ls -la, Ign LS warn: Yes, Scp1 Comp: No
. 2018-03-23 17:17:05.505 SFTP Bugs: Auto,Auto
. 2018-03-23 17:17:05.505 SFTP Server: default
. 2018-03-23 17:17:05.505 Local directory: default, Remote directory: home, Update: Yes, Cache: Yes
. 2018-03-23 17:17:05.505 Cache directory changes: Yes, Permanent: Yes
. 2018-03-23 17:17:05.505 Recycle bin: Delete to: No, Overwritten to: No, Bin path: 
. 2018-03-23 17:17:05.505 DST mode: Unix
. 2018-03-23 17:17:05.505 --------------------------------------------------------------------------
. 2018-03-23 17:17:05.506 Looking up host "rebond.tlt" for SSH connection
. 2018-03-23 17:17:05.516 Connecting to 10.34.52.28 port 22
. 2018-03-23 17:17:05.518 We claim version: SSH-2.0-WinSCP_release_5.13
. 2018-03-23 17:17:05.523 Server version: SSH-2.0-OpenSSH_5.3
. 2018-03-23 17:17:05.524 We believe remote version has SSH-2 channel request bug
. 2018-03-23 17:17:05.524 Using SSH protocol version 2
. 2018-03-23 17:17:05.524 Have a known host key of type rsa2
. 2018-03-23 17:17:05.527 Doing Diffie-Hellman group exchange
. 2018-03-23 17:17:05.529 Doing Diffie-Hellman key exchange with hash SHA-256
. 2018-03-23 17:17:06.102 Server also has ssh-dss host key, but we don't know it
. 2018-03-23 17:17:06.102 Host key fingerprint is:
. 2018-03-23 17:17:06.102 ssh-rsa 2048 0c:40:b4:7a:5c:ea:95:58:fc:7d:95:9c:3a:83:8b:d4 BnPkO62piI9OLsBDGbJ6qXTQiju9hrldbnQSVhgp2wI=
. 2018-03-23 17:17:06.103 Host key matches cached key
